CustomerID,Revenue
18139,8438.34
15358,8347.2
16558,8338.49
14056,8152.71
14936,8137.02
16672,8134.9400000000005
13854,8109.5199999999995
14952,8099.49
18109,8004.92
14796,7975.49
12428,7956.46
15290,7943.22
14849,7930.54
12757,7834.650000000001
13093,7832.47
12435,7829.89
13629,7792.36
17811,7761.82
15044,7634.7300000000005
15194,7616.53
18172,7561.68
13263,7436.93
12980,7374.900000000001
15465,7354.62
17396,7330.8
12474,7324.09
12583,7281.38
13018,7277.7
18229,7276.900000000001
16729,7205.33
16745,7180.7
16873,7123.62
13324,7121.95
16923,7069.08
13985,7060.13
14961,7044.68
12766,6989.63
12798,6977.04
12989,6924.110000000001
13027,6912.0
16187,6911.4400000000005
16713,6910.78
17416,6893.42
12705,6868.29
12476,6816.42
12830,6814.64
15601,6776.56
16652,6773.97
18055,6761.34
16532,6748.8
15023,6720.41
13576,6717.34
15249,6688.46
16746,6680.11
16353,6675.71
12626,6620.48
16182,6617.65
15144,6580.44
12472,6572.11
17338,6493.54
18223,6484.54
15694,6479.4
13225,6463.84
13102,6424.09
12431,6419.95
16814,6416.7
13871,6403.25
12359,6310.03
13668,6309.83
13709,6307.650000000001
15005,6295.37
16126,6287.77
17315,6281.23
14057,6211.66
12357,6207.67
14060,6140.42
13418,6127.43
15939,6115.01
17509,6083.64
14735,6065.69
13097,6003.22
12637,6002.9
14101,5976.79
15382,5955.71
14944,5900.25
13209,5891.61
13534,5870.08
14505,5859.43
14415,5855.57
13050,5836.86
12720,5781.73
15218,5756.89
17686,5739.46
13316,5732.93
13178,5725.47
16553,5719.82
13468,5704.97
14110,5683.15
17716,5655.99
13004,5655.91
17049,5655.03
18118,5625.08
17757,5593.39
12839,5591.42
12481,5579.82
14688,5579.1
14049,5578.72
16767,5575.56
12539,5568.35
16161,5533.67
18225,5504.96
16609,5493.46
15805,5488.18
16985,5464.12
16265,5447.0
18198,5425.56
12490,5417.93
17809,5411.91
16701,5398.3
17719,5396.04
17850,5391.21
16303,5360.63
13269,5343.28
17730,5298.4800000000005
15150,5291.33
17061,5232.2300000000005
18226,5228.05
12362,5226.23
16258,5203.51
13756,5189.52
16191,5180.52
15727,5159.06
13599,5149.92
17858,5140.66
15903,5126.76
13941,5112.96
15046,5090.42
16700,5076.55
13139,5064.94
12432,5059.32
17602,5054.42
15301,5049.95
17426,5037.26
15719,5030.07
14755,5010.28
14562,5006.77
12444,5005.46
14329,4975.24
15032,4959.1
12437,4951.41
12700,4939.99
14709,4921.04
15786,4919.0
15547,4910.6
17133,4892.240000000001
12664,4881.88
12688,4873.8099999999995
14292,4871.93
17652,4867.72
15738,4812.42
13013,4810.9400000000005
15298,4799.9
15555,4794.86
15187,4777.18
17365,4767.36
12955,4757.16
14180,4748.52
15152,4745.69
16722,4730.81
17690,4726.8
12714,4708.86
14135,4690.31
14191,4684.76
15291,4668.3
14189,4654.08
14390,4642.57
14159,4630.35
14286,4628.75
13802,4599.42
15093,4597.02
14004,4582.64
16931,4554.87
17068,4552.14
17613,4544.55
12484,4527.32
13267,4521.49
15299,4507.01
12524,4485.72
17975,4483.26
14426,4481.67
12627,4478.53
17364,4462.68
16984,4459.52
13069,4431.44
14085,4421.29
15955,4416.26
16626,4413.1
15874,4405.88
14534,4397.3
12712,4396.13
13505,4393.63
12752,4366.78
16945,4345.5
14016,4341.21
14800,4331.79
17567,4331.48
18251,4314.72
12347,4310.0
17937,4301.22
15034,4274.16
14422,4263.64
12500,4257.82
17419,4226.57
14525,4215.9
15804,4206.39
15971,4199.85
12747,4196.01
14146,4191.0
14277,4188.0
12949,4167.22
13384,4151.93
15570,4148.82
13988,4147.96
12569,4124.69
17920,4119.5
16592,4113.68
13555,4098.88
16401,4098.32
18041,4097.37
16670,4095.9
12749,4090.88
14092,4076.91
12449,4067.29
17377,4058.32
18087,4055.7199999999993
14401,4051.48
12656,4051.17
16549,4034.9
13815,4027.36
15514,4023.7200000000003
17940,4020.04
12957,4017.54
12867,4009.34
12378,4008.62
16186,4006.94
12841,3991.58
17001,3989.57
15416,3984.32
12779,3981.36
12727,3980.7
14547,3974.75
14299,3965.62
13523,3964.88
15529,3962.6
17611,3961.12
13183,3957.78
17769,3957.43
17651,3945.0
12473,3928.0499999999997
17593,3923.86
14739,3902.28
13999,3901.81
14291,3883.25
15195,3861.0
18073,3859.82
12662,3849.78
16717,3843.08
13266,3834.2599999999998
17091,3827.76
16327,3820.27
12755,3811.95
12597,3811.22
15867,3810.14
13435,3809.8900000000003
12668,3807.15
16145,3799.4900000000002
16655,3789.52
16168,3787.6
16019,3786.2400000000002
12562,3781.7400000000002
17173,3766.6
13124,3756.33
12429,3750.4
14145,3742.2
13552,3740.07
16570,3738.4
12502,3723.87
12647,3722.82
13680,3719.12
17238,3719.1
16240,3718.8
14364,3717.35
15845,3711.77
15622,3709.56
17819,3704.87
15379,3703.29
14282,3701.44
12553,3692.28
16253,3683.86
13148,3683.26
15581,3675.77
15296,3672.86
16904,3653.75
15808,3651.27
12417,3649.1
13426,3641.32
12619,3641.24
16440,3640.67
13381,3639.31
17230,3638.41
17528,3628.5
13327,3627.77
13520,3624.35
13082,3613.63
18079,3613.15
16712,3611.31
15505,3610.96
13137,3603.29
14543,3599.73
15484,3590.41
14132,3586.0299999999997
16242,3579.86
17576,3564.83
14040,3560.32
17203,3560.08
17491,3558.87
15544,3546.71
14503,3543.26
12370,3541.94
13448,3534.69
12454,3528.34
17160,3518.03
13953,3515.68
15113,3509.43
16131,3506.54
13334,3502.32
14907,3501.1
16458,3482.7400000000002
14395,3479.91
13993,3466.36
13014,3466.2799999999997
15410,3450.84
16360,3450.41
15129,3447.4
13536,3444.39
15974,3442.15
17725,3439.08
15676,3435.76
14221,3432.8
12406,3415.3
15981,3408.48
17758,3408.2000000000003
13437,3408.06
17669,3406.7200000000003
13198,3401.2400000000002
15228,3386.71
13842,3385.62
16011,3352.96
14227,3350.96
16818,3349.57
16607,3347.71
17183,3347.31
12643,3344.64
12613,3344.38
13015,3339.64
12594,3338.2200000000003
16556,3313.79
13373,3312.25
14841,3295.76
15632,3285.31
12480,3281.63
15764,3279.97
17723,3276.4000000000005
14702,3251.79
13952,3251.071
13047,3237.54
15708,3235.25
14175,3222.3
13880,3219.77
15443,3213.59
14388,3212.84
16107,3204.1600000000003
13868,3192.54
13758,3190.55
14844,3189.81
17220,3187.55
17050,3185.64
12456,3181.04
17672,3178.17
13268,3174.75
16837,3170.98
16041,3166.4
17863,3160.0
15065,3158.13
17685,3155.83
15861,3146.92
14235,3144.86
17231,3124.72
13685,3119.44
16678,3109.99
13742,3107.87
14099,3104.17
15491,3100.09
14257,3099.7200000000003
14565,3099.12
13135,3096.0
16156,3092.04
13362,3090.7400000000002
16218,3084.68
13869,3083.65
17059,3080.39
15998,3080.22
18272,3078.58
12910,3075.04
13631,3070.42
16940,3049.88
16393,3040.96
16326,3039.2200000000003
17799,3039.17
16905,3037.6
16709,3029.87
12598,3023.08
12395,3018.63
18094,3017.3
14456,3017.28
12754,3010.74
15521,3000.2
17659,2999.46
17504,2997.0299999999997
12670,2996.05
14307,2995.72
15687,2993.1
14639,2984.49
14032,2975.59
15854,2969.12
16497,2965.69
17924,2962.5
16686,2959.88
14868,2953.59
12916,2944.95
17444,2940.04
16316,2938.91
17512,2924.9900000000002
15606,2920.16
12906,2919.81
14112,2915.15
12438,2906.85
13451,2898.2599999999998
17644,2895.64
18144,2888.75
12408,2888.55
13735,2883.54
16633,2883.1
14251,2879.7000000000003
17728,2876.01
14005,2874.72
15628,2870.2400000000002
13901,2867.2
12685,2863.08
14530,2862.11
18145,2861.55
14535,2854.84
14711,2839.62
14852,2836.69
14842,2824.69
16928,2814.7
16871,2812.34
12356,2811.43
18230,2810.2000000000003
17596,2806.69
14572,2804.54
16081,2799.42
13769,2796.51
14903,2795.33
12578,2794.51
12758,2791.59
17739,2791.35
14626,2791.27
16764,2790.9500000000003
17213,2781.23
12388,2780.66
15984,2780.63
14121,2780.15
15993,2777.67
13870,2770.94
15114,2760.56
13971,2758.26
13230,2755.63
15321,2748.31
17084,2747.9900000000002
12669,2744.0299999999997
13174,2742.82
14854,2740.03
16003,2735.37
12840,2726.77
15673,2726.23
12380,2724.81
17838,2720.8
14125,2720.63
14808,2718.6
15356,2718.03
12708,2712.91
16938,2711.6800000000003
15696,2711.11
17069,2709.7000000000003
13285,2709.12
15796,2708.61
13654,2707.33
14107,2703.23
14732,2702.4900000000002
17386,2686.42
12625,2683.82
13883,2674.48
18097,2662.4
14713,2662.2
12360,2662.06
14439,2661.24
15671,2657.13
12721,2656.13
13851,2651.46
16618,2647.59
13658,2639.17
17655,2638.94
13771,2634.45
12520,2634.26
17402,2633.85
18260,2628.35
15752,2626.6
13422,2626.3
13644,2624.26
17346,2622.88
18210,2621.38
16255,2619.91
14262,2618.23
13021,2616.38
15782,2614.7400000000002
14397,2612.96
18075,2611.75
12836,2610.36
12726,2609.1
13136,2607.61
13983,2603.43
17317,2600.34
17965,2599.19
12600,2599.04
14408,2599.03
13895,2593.07
16919,2592.25
16241,2590.31
14243,2588.77
13804,2588.39
18077,2584.41
13911,2580.91
14546,2573.93
18245,2567.06
15485,2564.5
16308,2560.0
15033,2557.18
16912,2555.58
14334,2552.21
14676,2548.2400000000002
14776,2538.3
17700,2534.64
15572,2533.42
14659,2529.93
17314,2527.92
14701,2526.09
13394,2520.02
17449,2519.21
15245,2515.84
13344,2511.69
12352,2506.04
13695,2504.13
13471,2501.84
15932,2495.87
16477,2494.46
15271,2493.34
12483,2484.98
12913,2483.63
12517,2481.6
14315,2481.13
13507,2479.16
13588,2478.95
17682,2474.33
17188,2474.23
14766,2473.37
16710,2467.99
17164,2467.35
12455,2466.86
17131,2463.17
15750,2463.05
13784,2462.79
13975,2461.2400000000002
15674,2446.6
14163,2445.91
14502,2429.83
17071,2429.03
15527,2428.53
13949,2427.32
16143,2424.94
17722,2424.04
15089,2420.84
15373,2415.91
12397,2409.9
17589,2404.17
15980,2398.86
18065,2392.83
13141,2388.75
15370,2386.05
14493,2383.2400000000002
14239,2380.85
15270,2379.49
13722,2375.41
17434,2373.82
13908,2369.55
17530,2367.12
15755,2364.25
12457,2363.23
14930,2362.96
14030,2358.84
17634,2358.59
14440,2357.6800000000003
15140,2354.25
14309,2352.53
12704,2340.84
18259,2338.6000000000004
12584,2338.15
18257,2337.63
15281,2332.15
12782,2330.92
15785,2328.9700000000003
17313,2328.84
17744,2322.4
17211,2317.2200000000003
14290,2314.65
15365,2314.32
17954,2314.13
13704,2308.06
15288,2306.52
16550,2298.97
15105,2298.93
13115,2294.78
15704,2293.62
12615,2291.19
17696,2285.71
12684,2283.63
14554,2279.4900000000002
13994,2274.14
13317,2273.68
14466,2272.4
16782,2267.9500000000003
16057,2263.12
16209,2262.62
16293,2248.9900000000002
13700,2248.63
17442,2248.56
14432,2248.5
15235,2247.51
16735,2247.41
16771,2242.61
13527,2242.36
14211,2241.1
14560,2237.77
16076,2234.73
18242,2232.4900000000002
12783,2225.91
13365,2225.37
15834,2225.15
15665,2222.21
14825,2221.01
15811,2218.62
12876,2218.02
14226,2214.79
16743,2213.13
15722,2211.21
12653,2209.85
13862,2209.36
15797,2207.4
15179,2206.95
17591,2203.67
15123,2199.31
13831,2198.45
14700,2195.1
16628,2188.05
17406,2184.42
15394,2183.54
12909,2178.67
12856,2170.78
12501,2169.39
14341,2166.98
12633,2163.98
12935,2160.7
16456,2158.18
14407,2157.73
16379,2157.4
13224,2155.95
16966,2154.97
17272,2148.63
14828,2139.76
12560,2134.01
13517,2128.42
18061,2119.41
13632,2118.93
14360,2118.03
18008,2116.19
14691,2114.33
13755,2108.06
14640,2107.38
18173,2106.84
18093,2106.52
14461,2103.06
15058,2102.54
15815,2100.6
13126,2099.64
12610,2099.54
17861,2097.88
17400,2097.84
16875,2095.53
17191,2093.68
14306,2093.32
13265,2092.66
17490,2092.32
13297,2089.85
13571,2088.94
18044,2088.6
14810,2085.33
16954,2085.08
17768,2081.9
16407,2079.68
14696,2078.95
14515,2076.89
14209,2073.43
18241,2073.09
18231,2071.77
18219,2069.77
12948,2064.95
12928,2062.7000000000003
16281,2062.06
14409,2059.4500000000003
12518,2056.89
17667,2055.51
14188,2054.36
16150,2053.02
17086,2050.08
17612,2048.45
14232,2048.07
18283,2045.53
13495,2044.8700000000001
17597,2044.3700000000001
13450,2043.7199999999998
14001,2043.0800000000002
12585,2040.1
17846,2033.1
13630,2031.78
16358,2027.5
16409,2022.98
14482,2022.81
15341,2020.52
17625,2020.4
13593,2011.88
18069,2009.24
15372,2007.3999999999999
16098,2005.63
14217,2004.98
14544,2004.3
17082,2003.85
16754,2002.4
18188,2001.04
13305,2000.86
16698,1998.0
17679,1992.1100000000001
17088,1991.01
17827,1987.33
13590,1981.92
17337,1981.06
14462,1980.57
13725,1980.56
17422,1979.37
18204,1975.35
17090,1974.65
15531,1972.39
16341,1971.87
12674,1970.6
17790,1964.3
17997,1962.46
13246,1961.52
14506,1960.65
14498,1957.32
12853,1957.1000000000001
15493,1953.41
17554,1952.45
17218,1951.97
14533,1949.72
15814,1945.33
14418,1937.25
15864,1936.3200000000002
15157,1936.07
15351,1934.66
12528,1933.48
14655,1932.23
13094,1927.3200000000002
14653,1926.65
15518,1921.55
14978,1921.3700000000001
14285,1910.01
17228,1906.09
16983,1905.87
14210,1905.8400000000001
15819,1905.45
16942,1904.99
14250,1904.05
12762,1898.52
14730,1897.57
14934,1890.94
12371,1887.96
15641,1887.2
16170,1885.05
13890,1883.8100000000002
16128,1880.22
17738,1879.05
17368,1878.87
15367,1877.59
17463,1875.86
16986,1873.2
13982,1871.81
15021,1871.77
17469,1870.97
16841,1869.82
17870,1865.89
16426,1863.76
16201,1863.47
14887,1862.0
12423,1859.31
14305,1858.96
12963,1856.63
17293,1854.06
14472,1852.67
16979,1852.0
12383,1850.56
17873,1848.96
12381,1845.31
17519,1844.02
14524,1843.83
18180,1843.75
12950,1843.0
16102,1842.14
16455,1841.18
14113,1840.42
14216,1839.3
13924,1838.8500000000001
17015,1838.6100000000001
14459,1837.92
18287,1837.28
13650,1836.34
15827,1836.0900000000001
14665,1835.7
13421,1833.71
16152,1829.04
15203,1827.8
17702,1824.37
16153,1824.23
17705,1823.52
16169,1822.97
17828,1820.09
13048,1819.41
17787,1817.54
17629,1814.12
15260,1810.77
16474,1810.65
13481,1804.56
17663,1802.91
15812,1801.14
16249,1800.07
13562,1799.33
13196,1797.78
17648,1797.5
12348,1797.24
18235,1796.48
13134,1793.58
18179,1793.17
18122,1793.06
13510,1791.56
12523,1789.77
14215,1789.72
14621,1788.3600000000001
13875,1786.79
14608,1785.15
14935,1784.71
15220,1778.96
12645,1775.18
17092,1774.03
15594,1771.78
15473,1771.2
16681,1770.34
16719,1770.22
13456,1766.72
16751,1764.72
12424,1760.96
12823,1759.5
12349,1757.55
15241,1756.44
16359,1750.92
13808,1747.66
15067,1744.76
15950,1744.71
16380,1743.1499999999999
13157,1741.22
14595,1740.6
17930,1740.48
17353,1740.0
17457,1737.7
15050,1737.69
14673,1736.4
17043,1735.18
14387,1727.6
13564,1724.67
17451,1721.4
14834,1720.3
15267,1717.36
17162,1715.46
13763,1714.96
17147,1714.59
14441,1712.89
17750,1710.45
12405,1710.39
15947,1708.24
12407,1708.1200000000001
16902,1706.88
15240,1706.57
16398,1705.8
16791,1705.78
12843,1702.26
17193,1699.3000000000002
13824,1698.94
17813,1698.07
12764,1693.88
16007,1693.81
14245,1693.45
16671,1692.27
16775,1691.51
15380,1690.2600000000002
17152,1689.5
12635,1689.18
13162,1688.29
13577,1687.6000000000001
17282,1685.46
15549,1681.46
16638,1680.72
13149,1676.06
17656,1674.69
13184,1668.95
17754,1664.65
12912,1662.3
12530,1662.28
15214,1661.44
15332,1661.06
12967,1660.9
16115,1660.8799999999999
14045,1659.75
15953,1657.28
15826,1654.31
16813,1652.18
16711,1651.03
14837,1649.5
13647,1648.1200000000001
17284,1647.48
13750,1647.26
13012,1646.8400000000001
12657,1643.18
15002,1641.76
14573,1639.82
13627,1638.47
15024,1636.43
12398,1635.6599999999999
15122,1633.78
14164,1631.77
12377,1628.12
14759,1625.97
13425,1624.21
16515,1624.14
15172,1624.05
14937,1621.88
17101,1621.73
18161,1618.69
16987,1616.8
14336,1614.91
16992,1614.31
15791,1612.69
14312,1611.59
14918,1610.15
12868,1607.0600000000002
16817,1604.75
12947,1603.99
15660,1600.86
14178,1600.26
16496,1599.52
16466,1595.96
13850,1595.48
17673,1594.97
16801,1594.23
16676,1592.1200000000001
14970,1592.06
15611,1591.45
18178,1590.81
14442,1589.82
13614,1585.46
16332,1582.8
12393,1582.6000000000001
14719,1581.84
14587,1580.29
12607,1579.51
13814,1579.12
16889,1578.67
13186,1575.89
17671,1572.71
16283,1570.81
12865,1568.23
15906,1567.69
15111,1567.48
15532,1564.73
17204,1564.56
13659,1563.0
17085,1562.4
18239,1561.6100000000001
14038,1560.38
16394,1555.34
13313,1555.32
15620,1553.18
15117,1551.78
13634,1547.3600000000001
14229,1547.2
16790,1545.6200000000001
16369,1545.41
13397,1544.13
12818,1542.08
17837,1541.23
16365,1540.42
17159,1538.88
13849,1537.95
12877,1535.77
15392,1535.53
15625,1534.26
13320,1532.2
13107,1531.6200000000001
12759,1531.44
14321,1530.75
14567,1530.3600000000001
15701,1529.0
16244,1522.75
16066,1521.04
13213,1520.58
13764,1519.42
14267,1516.24
13791,1516.0
16748,1515.9
16053,1511.95
16434,1511.8
16910,1508.96
15265,1506.1200000000001
12937,1504.27
15916,1502.8600000000001
16279,1502.78
13810,1499.01
15530,1497.31
14414,1496.98
14704,1493.96
17002,1493.73
16880,1491.43
15057,1489.5
13110,1488.67
13692,1488.32
17553,1487.6
14758,1484.06
16395,1482.06
18016,1477.66
14878,1476.09
14403,1475.81
16755,1475.43
12826,1474.72
14246,1474.06
14963,1472.34
15128,1471.0
17590,1468.02
16016,1465.51
14875,1465.3200000000002
15983,1465.12
12882,1463.04
14233,1462.72
17063,1461.14
16996,1456.96
13309,1456.79
13477,1454.58
14541,1453.35
16059,1453.16
14404,1449.32
14740,1448.21
17073,1446.09
13717,1445.01
13461,1445.0
17175,1443.69
14071,1437.57
15987,1432.77
14566,1432.0
16503,1431.93
13475,1431.78
15427,1430.54
16103,1429.64
13159,1429.35
14035,1428.02
15858,1427.57
15681,1426.16
17571,1425.67
15106,1422.52
16463,1422.4
16571,1421.69
14019,1421.61
14901,1421.29
14443,1420.2
16173,1418.32
17856,1418.03
17288,1417.63
14748,1415.75
16348,1415.65
16012,1415.29
16245,1413.66
15237,1412.32
15444,1411.21
15596,1406.59
17083,1405.78
16271,1404.64
15426,1404.07
18116,1403.1100000000001
14649,1402.59
15563,1400.44
14741,1400.34
15478,1399.92
18202,1396.99
13995,1393.69
17354,1393.06
15810,1391.98
13414,1390.5
13516,1389.41
16539,1388.81
15134,1387.99
12952,1387.79
12775,1386.04
13308,1385.51
18167,1384.8600000000001
17311,1384.85
13572,1384.25
15898,1383.83
15051,1383.3600000000001
14116,1382.74
16389,1382.07
17621,1379.9
12886,1378.4
15569,1375.71
14434,1372.8
15453,1371.77
17676,1371.18
15095,1370.6
14507,1367.88
13813,1366.8600000000001
14897,1366.38
13396,1360.99
16726,1358.74
17054,1356.33
14859,1353.74
15116,1352.75
16079,1352.0
16493,1351.63
12770,1351.45
15411,1348.93
16669,1348.88
12646,1346.97
14154,1345.62
15398,1345.53
12463,1344.78
16317,1341.65
13743,1341.6
18177,1340.8700000000001
16045,1340.7
13501,1340.32
15734,1339.45
12620,1339.41
15059,1337.72
17372,1337.18
12919,1335.19
14064,1334.34
15680,1333.68
17932,1331.57
12676,1331.39
16295,1328.55
13232,1328.35
15146,1327.16
17633,1324.84
17095,1324.16
16110,1320.95
14591,1320.21
14794,1319.91
16083,1317.62
12526,1316.66
12854,1316.25
14921,1316.07
12576,1315.83
14511,1314.81
14973,1314.45
14738,1314.45
16040,1313.55
12364,1313.1
17004,1312.1399999999999
12516,1312.06
14477,1309.6
16120,1309.14
14047,1308.6100000000001
13328,1308.48
14297,1305.33
12507,1304.81
17919,1304.04
15813,1303.9099999999999
16370,1301.91
15108,1300.25
13168,1299.59
12488,1298.66
16464,1298.66
12372,1298.04
15602,1297.8700000000001
17961,1296.44
16929,1295.39
16224,1295.3
15621,1293.03
16744,1291.91
16101,1290.7
14856,1290.53
15171,1289.5
15136,1286.7
16949,1286.27
17802,1285.04
17350,1281.32
13538,1280.85
15494,1280.58
16951,1277.75
16692,1276.0
12394,1272.48
13878,1271.57
16899,1271.06
12630,1270.88
13492,1269.84
14898,1269.31
13431,1269.1
14916,1268.98
15199,1268.7
16660,1267.6499999999999
17037,1267.32
17158,1266.97
14105,1266.23
13989,1266.08
16842,1264.19
15497,1262.2
16688,1260.86
17388,1259.56
15009,1259.43
14669,1259.24
17019,1258.08
17412,1258.06
13151,1257.8700000000001
14931,1257.68
16639,1257.51
17481,1255.59
13848,1255.0
17262,1253.3600000000001
14383,1247.69
12689,1247.61
13029,1247.5
12494,1246.1000000000001
13860,1245.9
16531,1244.59
17584,1242.3
17588,1240.2
17731,1240.11
12985,1239.38
13476,1238.47
14893,1237.8500000000001
13931,1237.53
15201,1236.54
18080,1231.5
18171,1231.31
15910,1228.88
14913,1227.43
12997,1226.89
12412,1226.88
15841,1224.06
14428,1224.06
15376,1221.56
15004,1220.77
14745,1220.26
15227,1219.4
13208,1217.65
14698,1217.27
13491,1215.82
17410,1214.72
13055,1214.41
17774,1213.73
18263,1213.1599999999999
13918,1212.8400000000001
16653,1212.66
12464,1212.05
17653,1207.56
16762,1207.24
14684,1201.51
13158,1201.06
17320,1200.6200000000001
15605,1198.23
13118,1197.81
16794,1196.5
17720,1195.94
17526,1195.8999999999999
15145,1194.73
12611,1193.32
13882,1191.13
12462,1189.59
15737,1188.1200000000001
16612,1187.66
17800,1187.21
15630,1186.35
17058,1179.89
16950,1178.56
16042,1177.47
13752,1175.38
12885,1175.22
12640,1174.58
15306,1174.35
14857,1173.12
12358,1168.06
13500,1166.77
14487,1165.48
14737,1164.55
14261,1163.45
14447,1163.23
16800,1162.65
12546,1161.5
15088,1160.07
18168,1160.04
13499,1159.11
16184,1158.79
17867,1157.8700000000001
17348,1156.6
16637,1154.47
13611,1154.4
16062,1153.62
12710,1149.02
17505,1145.84
16766,1145.6
12769,1143.6
17770,1143.27
15985,1142.42
16270,1141.24
13330,1140.93
13819,1140.35
16172,1140.21
17135,1139.73
17500,1138.0
17302,1135.63
17242,1135.04
15489,1134.28
16989,1133.25
13282,1132.14
13310,1132.03
18125,1131.75
15500,1131.56
13447,1129.14
16714,1129.06
14824,1127.71
12609,1126.85
14708,1126.37
17470,1125.07
14129,1123.8600000000001
13772,1122.63
13486,1122.41
17562,1122.38
14723,1122.3600000000001
16807,1121.59
16086,1121.39
15730,1120.88
14276,1119.74
12842,1118.99
17894,1118.96
17788,1117.9
13591,1117.13
17585,1116.68
16350,1116.47
12679,1113.02
14817,1110.34
15069,1109.53
12399,1108.65
15933,1107.46
16833,1106.53
12857,1106.4
14102,1105.8799999999999
17609,1105.78
13064,1105.59
14948,1101.97
15716,1101.1100000000001
17047,1100.9
14410,1100.27
14744,1099.98
15978,1098.78
13104,1098.48
17966,1098.43
14971,1097.98
14161,1097.6200000000001
16225,1096.32
13211,1095.42
13652,1095.08
15745,1094.59
15608,1093.68
18189,1090.24
13853,1090.14
12534,1089.18
15763,1086.92
16533,1082.81
13610,1082.33
14561,1080.76
13744,1080.52
13726,1079.6599999999999
15197,1079.6100000000001
12354,1079.4
14352,1078.96
16094,1078.23
16563,1077.74
13715,1077.39
16049,1074.81
13131,1073.3
15712,1072.3600000000001
15238,1071.99
13467,1071.91
13521,1071.73
17041,1071.49
13635,1071.03
17522,1070.71
13761,1070.65
14212,1070.48
16200,1068.8700000000001
16918,1068.82
15436,1067.75
15027,1066.1499999999999
17277,1065.3500000000001
14488,1064.28
12951,1064.07
15801,1063.95
12936,1063.9
12815,1063.46
14411,1063.0
16214,1062.75
15706,1060.56
17727,1060.25
18130,1059.39
17214,1059.1200000000001
13455,1058.34
15977,1054.73
12716,1053.49
14419,1051.79
16416,1051.4
15329,1049.7
14078,1049.37
17287,1049.06
15839,1048.49
16728,1048.28
15777,1047.11
15407,1046.74
16520,1046.57
14293,1046.56
15464,1044.65
15192,1044.32
14389,1043.46
15073,1043.41
12497,1043.1
13719,1041.68
18221,1041.61
15434,1041.48
16320,1038.46
14465,1038.44
16175,1037.59
17042,1036.58
12691,1035.8
16260,1035.45
13639,1033.34
14584,1033.06
17724,1033.0
15996,1032.58
12599,1032.58
17405,1031.41
12724,1031.41
13235,1031.07
12717,1030.98
13253,1030.4
17033,1030.14
15333,1028.56
16980,1028.46
16682,1028.0
16160,1025.44
14904,1025.44
15658,1024.1000000000001
17096,1022.13
14346,1021.58
13165,1021.48
12572,1020.42
13376,1019.76
18142,1019.52
13956,1019.27
12828,1018.71
12514,1017.68
13728,1016.14
12642,1013.26
12739,1013.04
17197,1013.01
14195,1012.0
14775,1011.9
16229,1010.6
14446,1010.35
12849,1010.29
13032,1010.18
14224,1009.73
16572,1009.6
16174,1009.5500000000001
17951,1008.5400000000001
17646,1008.39
14631,1006.98
13429,1006.8
13867,1005.09
14214,1004.38
13410,1003.06
14083,1002.9
12446,1002.3100000000001
12545,1000.39
15508,1000.27
18143,1000.16
12722,997.63
15110,996.1
15104,993.54
17594,993.18
13363,992.5
14223,991.13
16232,990.88
14514,990.2
17126,989.45
15062,987.86
18237,987.1
14583,986.96
17324,986.48
13117,984.91
17144,984.57
